id_factura,id_cliente,id_sucursal,fecha,monto_lista,descuento_aplicado,monto_final,fuga_rentabilidad
FAC-043401,CLT-0404,SUC-044,2023-05-28,3640.27,865.51,2774.76,865.51
FAC-028309,CLT-0214,SUC-039,2023-05-28,2633.21,717.37,1915.8400000000001,717.37
FAC-042503,CLT-0458,SUC-048,2023-05-28,4979.86,1522.1,3457.7599999999998,1522.1
FAC-010982,CLT-0043,SUC-028,2023-05-28,1379.5,37.36,1342.14,37.36
FAC-047423,CLT-0091,SUC-032,2023-05-28,1711.8,270.11,1441.69,270.11
FAC-019927,CLT-0003,SUC-020,2023-05-28,627.25,53.62,573.63,53.62
FAC-040129,CLT-0338,SUC-019,2023-05-28,18961.46,675.25,18286.21,675.25
FAC-027424,CLT-0152,SUC-011,2023-05-28,8065.81,2059.78,6006.030000000001,2059.78
FAC-031978,CLT-0480,SUC-042,2023-05-28,340.98,54.72,286.26,54.72
FAC-002106,CLT-0393,SUC-012,2023-05-28,137.84,20.67,117.17,20.67
FAC-048845,CLT-0069,SUC-027,2023-05-28,2790.4,289.63,2500.77,289.63
FAC-036952,CLT-0396,SUC-044,2023-05-28,81.93,19.88,62.05000000000001,19.88
FAC-029217,CLT-0064,SUC-045,2023-05-28,187.96,48.99,138.97,48.99
FAC-011044,CLT-0357,SUC-002,2023-05-28,635.71,39.03,596.6800000000001,39.03
FAC-010511,CLT-0272,SUC-006,2023-05-28,3820.94,456.63,3364.31,456.63
FAC-038672,CLT-0409,SUC-025,2023-05-28,929.6,157.88,771.72,157.88
FAC-017975,CLT-0205,SUC-030,2023-05-28,14186.68,4679.85,9506.83,4679.85
FAC-036570,CLT-0226,SUC-044,2023-05-28,2718.36,580.87,2137.4900000000002,580.87
FAC-048250,CLT-0040,SUC-007,2023-05-28,4192.81,1245.43,2947.38,1245.43
FAC-027458,CLT-0337,SUC-006,2023-05-28,1200.86,146.19,1054.6699999999998,146.19
FAC-003070,CLT-0265,SUC-020,2023-05-28,10345.74,777.01,9568.73,777.01
FAC-021036,CLT-0166,SUC-009,2023-05-28,2456.2,598.56,1857.6399999999999,598.56
FAC-031179,CLT-0222,SUC-049,2023-05-28,3237.26,613.63,2623.63,613.63
FAC-000518,CLT-0169,SUC-024,2023-05-28,351.52,16.33,335.19,16.33
FAC-026714,CLT-0119,SUC-046,2023-05-28,926.21,110.7,815.51,110.7
FAC-025893,CLT-0164,SUC-024,2023-05-28,517.11,14.91,502.2,14.91
FAC-043730,CLT-0409,SUC-002,2023-05-28,21771.99,1529.04,20242.95,1529.04
FAC-033531,CLT-0126,SUC-037,2023-05-28,12369.7,886.81,11482.890000000001,886.81
FAC-001689,CLT-0414,SUC-025,2023-05-28,718.13,112.56,605.5699999999999,112.56
FAC-034493,CLT-0213,SUC-039,2023-05-28,44287.09,11811.97,32475.119999999995,11811.97
FAC-037012,CLT-0333,SUC-031,2023-05-28,4994.98,1416.99,3577.99,1416.99
FAC-018018,CLT-0008,SUC-023,2023-05-28,82.0,19.25,62.75,19.25
FAC-029204,CLT-0204,SUC-024,2023-05-28,24475.69,891.57,23584.12,891.57
FAC-009862,CLT-0133,SUC-016,2023-05-28,6527.36,1117.52,5409.84,1117.52
FAC-044786,CLT-0090,SUC-028,2023-05-28,16975.9,444.23,16531.670000000002,444.23
FAC-041456,CLT-0494,SUC-045,2023-05-28,1754.58,459.69,1294.8899999999999,459.69
FAC-013201,CLT-0212,SUC-006,2023-05-28,1599.66,171.84,1427.8200000000002,171.84
FAC-033292,CLT-0230,SUC-026,2023-05-28,822.43,39.81,782.6199999999999,39.81
FAC-019302,CLT-0386,SUC-040,2023-05-28,753.76,51.51,702.25,51.51
FAC-010093,CLT-0283,SUC-039,2023-05-28,1211.94,341.71,870.23,341.71
FAC-023891,CLT-0151,SUC-019,2023-05-28,3271.95,102.5,3169.45,102.5
FAC-023367,CLT-0376,SUC-044,2023-05-28,9884.01,2262.38,7621.63,2262.38
FAC-031882,CLT-0368,SUC-012,2023-05-28,297.4,45.4,251.99999999999997,45.4
FAC-019594,CLT-0035,SUC-018,2023-05-28,442.48,97.94,344.54,97.94
FAC-036316,CLT-0057,SUC-009,2023-05-28,449.75,109.89,339.86,109.89
FAC-032762,CLT-0084,SUC-019,2023-05-28,13930.02,268.58,13661.44,268.58
FAC-021721,CLT-0153,SUC-039,2023-05-28,3036.41,790.42,2245.99,790.42
FAC-026530,CLT-0416,SUC-038,2023-05-28,18388.92,1667.87,16721.05,1667.87
FAC-002458,CLT-0357,SUC-042,2023-05-28,3842.45,536.25,3306.2,536.25
FAC-001123,CLT-0150,SUC-012,2023-05-28,36255.54,5471.71,30783.83,5471.71
FAC-028011,CLT-0318,SUC-008,2023-05-28,207.28,15.02,192.26,15.02
FAC-047805,CLT-0025,SUC-001,2023-05-28,2405.46,783.76,1621.7,783.76
FAC-032666,CLT-0074,SUC-048,2023-05-28,127155.78,36913.95,90241.83,36913.95
FAC-047908,CLT-0191,SUC-038,2023-05-28,1419.47,154.04,1265.43,154.04
FAC-025512,CLT-0026,SUC-005,2023-05-28,2540.42,751.96,1788.46,751.96
FAC-047121,CLT-0390,SUC-046,2023-05-28,1974.25,225.48,1748.77,225.48
FAC-034121,CLT-0205,SUC-017,2023-05-28,638.43,92.55,545.88,92.55
FAC-044018,CLT-0339,SUC-004,2023-05-28,5410.57,1226.32,4184.25,1226.32
FAC-001790,CLT-0363,SUC-015,2023-05-28,10904.73,976.7,9928.029999999999,976.7
FAC-046936,CLT-0214,SUC-031,2023-05-28,5309.34,1544.79,3764.55,1544.79
FAC-026991,CLT-0387,SUC-019,2023-05-28,870.26,37.53,832.73,37.53
FAC-003306,CLT-0066,SUC-028,2023-05-28,14177.61,735.96,13441.650000000001,735.96
FAC-005458,CLT-0135,SUC-032,2023-05-28,22206.24,3229.48,18976.760000000002,3229.48
FAC-031683,CLT-0026,SUC-001,2023-05-28,1806.82,548.16,1258.6599999999999,548.16
FAC-020546,CLT-0402,SUC-003,2023-05-28,1129.97,211.34,918.63,211.34
FAC-023414,CLT-0437,SUC-005,2023-05-28,1270.08,416.01,854.0699999999999,416.01
FAC-011585,CLT-0487,SUC-014,2023-05-28,542.6,92.25,450.35,92.25
FAC-018386,CLT-0040,SUC-039,2023-05-28,8864.49,2480.38,6384.11,2480.38
FAC-024337,CLT-0388,SUC-047,2023-05-28,2900.88,551.78,2349.1000000000004,551.78
FAC-047263,CLT-0064,SUC-046,2023-05-28,4232.66,516.79,3715.87,516.79
FAC-017760,CLT-0375,SUC-013,2023-05-28,8442.31,1311.04,7131.2699999999995,1311.04
FAC-018460,CLT-0043,SUC-016,2023-05-28,2615.49,427.65,2187.8399999999997,427.65
FAC-013459,CLT-0237,SUC-013,2023-05-28,9423.79,1290.64,8133.150000000001,1290.64
FAC-013134,CLT-0396,SUC-019,2023-05-28,6928.01,206.85,6721.16,206.85
FAC-038120,CLT-0368,SUC-050,2023-05-28,2775.07,876.42,1898.65,876.42
FAC-011340,CLT-0225,SUC-048,2023-05-28,15290.45,4532.01,10758.44,4532.01
FAC-014682,CLT-0013,SUC-044,2023-05-28,5132.38,1180.87,3951.51,1180.87
FAC-036666,CLT-0017,SUC-004,2023-05-28,1390.33,334.17,1056.1599999999999,334.17
FAC-011725,CLT-0254,SUC-024,2023-05-28,8377.52,528.04,7849.4800000000005,528.04
FAC-012412,CLT-0042,SUC-045,2023-05-28,307.54,80.34,227.20000000000002,80.34
FAC-035413,CLT-0392,SUC-017,2023-05-28,410.51,70.87,339.64,70.87
FAC-038534,CLT-0003,SUC-044,2023-05-28,1552.42,347.86,1204.56,347.86
FAC-030683,CLT-0043,SUC-037,2023-05-28,3782.1,231.91,3550.19,231.91
FAC-035635,CLT-0447,SUC-027,2023-05-28,15670.17,2060.78,13609.39,2060.78
FAC-037746,CLT-0183,SUC-049,2023-05-28,2507.0,546.28,1960.72,546.28
FAC-026779,CLT-0235,SUC-044,2023-05-28,1426.89,318.73,1108.16,318.73
FAC-000397,CLT-0111,SUC-042,2023-05-28,2796.5,443.41,2353.09,443.41
FAC-006867,CLT-0263,SUC-011,2023-05-28,2146.55,555.6,1590.9500000000003,555.6
FAC-037642,CLT-0142,SUC-026,2023-05-28,9608.84,572.7,9036.14,572.7
FAC-005877,CLT-0377,SUC-049,2023-05-28,711.92,132.85,579.0699999999999,132.85
FAC-001276,CLT-0487,SUC-005,2023-05-28,43111.37,13840.28,29271.090000000004,13840.28
FAC-011165,CLT-0089,SUC-042,2023-05-28,49980.27,8820.8,41159.47,8820.8
FAC-014845,CLT-0333,SUC-011,2023-05-28,153.01,40.2,112.80999999999999,40.2
FAC-029722,CLT-0084,SUC-037,2023-05-28,848.11,44.31,803.8,44.31
FAC-026471,CLT-0284,SUC-012,2023-05-28,4459.81,572.15,3887.6600000000003,572.15
FAC-003959,CLT-0026,SUC-015,2023-05-28,2920.54,256.36,2664.18,256.36
FAC-007717,CLT-0403,SUC-030,2023-05-28,1701.7,557.47,1144.23,557.47
FAC-035850,CLT-0476,SUC-022,2023-05-28,40461.53,2768.25,37693.28,2768.25
FAC-004908,CLT-0484,SUC-012,2023-05-28,14842.83,2161.73,12681.1,2161.73
FAC-012161,CLT-0466,SUC-036,2023-05-28,2330.66,218.81,2111.85,218.81
FAC-042341,CLT-0370,SUC-050,2023-05-28,12667.07,4168.15,8498.92,4168.15
FAC-001097,CLT-0352,SUC-012,2023-05-28,323.84,45.81,278.03,45.81
FAC-033749,CLT-0186,SUC-044,2023-05-28,51.8,10.81,40.989999999999995,10.81
FAC-026824,CLT-0212,SUC-026,2023-05-28,5514.93,192.1,5322.83,192.1
FAC-041213,CLT-0329,SUC-030,2023-05-28,8402.44,2823.63,5578.81,2823.63
FAC-030939,CLT-0153,SUC-031,2023-05-29,11002.16,3136.82,7865.34,3136.82
FAC-031928,CLT-0074,SUC-028,2023-05-29,2520.07,76.88,2443.19,76.88
FAC-030601,CLT-0377,SUC-024,2023-05-29,1805.83,84.95,1720.8799999999999,84.95
FAC-025934,CLT-0206,SUC-049,2023-05-29,2404.85,487.29,1917.56,487.29
FAC-037086,CLT-0301,SUC-010,2023-05-29,13883.03,1465.62,12417.41,1465.62
FAC-001284,CLT-0114,SUC-006,2023-05-29,16406.86,1539.17,14867.69,1539.17
FAC-023134,CLT-0181,SUC-010,2023-05-29,9320.69,896.71,8423.98,896.71
FAC-011454,CLT-0232,SUC-007,2023-05-29,281.49,78.83,202.66000000000003,78.83
FAC-000791,CLT-0086,SUC-017,2023-05-29,3291.3,517.31,2773.9900000000002,517.31
FAC-045913,CLT-0386,SUC-025,2023-05-29,4100.6,717.26,3383.34,717.26
FAC-033380,CLT-0145,SUC-034,2023-05-29,185.01,10.9,174.10999999999999,10.9
FAC-026455,CLT-0353,SUC-008,2023-05-29,11987.77,768.32,11219.45,768.32
FAC-010187,CLT-0237,SUC-022,2023-05-29,504.28,22.97,481.30999999999995,22.97
FAC-018792,CLT-0429,SUC-002,2023-05-29,42436.31,2654.12,39782.189999999995,2654.12
FAC-007172,CLT-0296,SUC-034,2023-05-29,716.36,19.18,697.1800000000001,19.18
FAC-042123,CLT-0372,SUC-003,2023-05-29,2733.59,570.27,2163.32,570.27
FAC-012705,CLT-0282,SUC-019,2023-05-29,21297.56,963.78,20333.780000000002,963.78
FAC-042121,CLT-0291,SUC-022,2023-05-29,430.91,29.29,401.62,29.29
FAC-020856,CLT-0297,SUC-020,2023-05-29,977.91,77.53,900.38,77.53
FAC-048044,CLT-0273,SUC-045,2023-05-29,13458.27,3892.29,9565.98,3892.29
FAC-024333,CLT-0136,SUC-033,2023-05-29,1620.04,398.4,1221.6399999999999,398.4
FAC-000772,CLT-0042,SUC-018,2023-05-29,337.75,70.76,266.99,70.76
FAC-047955,CLT-0211,SUC-018,2023-05-29,6302.28,1355.29,4946.99,1355.29
FAC-017277,CLT-0433,SUC-050,2023-05-29,7489.09,2423.24,5065.85,2423.24
FAC-048180,CLT-0274,SUC-016,2023-05-29,485.1,79.18,405.92,79.18
FAC-009211,CLT-0095,SUC-017,2023-05-29,824.15,128.42,695.73,128.42
FAC-020706,CLT-0108,SUC-026,2023-05-29,14655.92,840.88,13815.04,840.88
FAC-020017,CLT-0494,SUC-004,2023-05-29,1813.17,435.91,1377.26,435.91
FAC-009145,CLT-0310,SUC-017,2023-05-29,980.71,153.31,827.4000000000001,153.31
FAC-011172,CLT-0067,SUC-039,2023-05-29,3274.43,925.13,2349.2999999999997,925.13
FAC-004177,CLT-0441,SUC-011,2023-05-29,322.64,80.69,241.95,80.69
FAC-037181,CLT-0441,SUC-026,2023-05-29,5454.19,228.95,5225.24,228.95
FAC-034499,CLT-0027,SUC-031,2023-05-29,1145.45,350.72,794.73,350.72
FAC-041417,CLT-0227,SUC-016,2023-05-29,2321.8,355.58,1966.2200000000003,355.58
FAC-002386,CLT-0146,SUC-024,2023-05-29,2819.06,86.88,2732.18,86.88
FAC-015613,CLT-0131,SUC-017,2023-05-29,824.88,130.54,694.34,130.54
FAC-015616,CLT-0149,SUC-006,2023-05-29,27317.05,3046.58,24270.47,3046.58
FAC-025536,CLT-0109,SUC-049,2023-05-29,3319.2,624.5,2694.7,624.5
FAC-004772,CLT-0334,SUC-016,2023-05-29,3141.93,519.69,2622.24,519.69
FAC-026865,CLT-0457,SUC-010,2023-05-29,18773.23,1727.29,17045.94,1727.29
FAC-010789,CLT-0050,SUC-049,2023-05-29,3489.67,656.58,2833.09,656.58
FAC-046457,CLT-0371,SUC-004,2023-05-29,431.28,92.72,338.55999999999995,92.72
FAC-023391,CLT-0080,SUC-046,2023-05-29,855.98,92.87,763.11,92.87
FAC-028181,CLT-0473,SUC-042,2023-05-29,20041.32,3221.85,16819.47,3221.85
FAC-044456,CLT-0473,SUC-043,2023-05-29,1268.0,182.53,1085.47,182.53
FAC-034199,CLT-0082,SUC-022,2023-05-29,2432.57,121.76,2310.81,121.76
FAC-049432,CLT-0112,SUC-046,2023-05-29,928.26,113.82,814.44,113.82
FAC-002552,CLT-0016,SUC-014,2023-05-29,13813.68,2492.29,11321.39,2492.29
FAC-021701,CLT-0147,SUC-031,2023-05-29,688.78,197.47,491.30999999999995,197.47
FAC-012044,CLT-0163,SUC-036,2023-05-29,27131.69,1923.71,25207.98,1923.71
FAC-041560,CLT-0157,SUC-050,2023-05-29,439.14,130.29,308.85,130.29
FAC-008351,CLT-0474,SUC-049,2023-05-29,516.97,94.34,422.63,94.34
FAC-006825,CLT-0179,SUC-007,2023-05-29,4169.69,1116.95,3052.74,1116.95
FAC-040438,CLT-0358,SUC-013,2023-05-29,784.24,107.68,676.56,107.68
FAC-043137,CLT-0154,SUC-032,2023-05-29,449.99,75.36,374.63,75.36
FAC-029854,CLT-0091,SUC-028,2023-05-29,299.56,9.31,290.25,9.31
FAC-015568,CLT-0434,SUC-028,2023-05-29,474.86,21.69,453.17,21.69
FAC-046278,CLT-0317,SUC-030,2023-05-29,320.37,106.78,213.59,106.78
FAC-041253,CLT-0464,SUC-006,2023-05-29,90901.76,9551.99,81349.76999999999,9551.99
FAC-002489,CLT-0262,SUC-040,2023-05-29,3966.69,191.95,3774.7400000000002,191.95
FAC-025407,CLT-0398,SUC-011,2023-05-29,6883.98,1870.39,5013.589999999999,1870.39
FAC-015214,CLT-0409,SUC-007,2023-05-29,22251.9,5879.37,16372.530000000002,5879.37
FAC-044177,CLT-0148,SUC-050,2023-05-29,3485.95,1083.29,2402.66,1083.29
FAC-030065,CLT-0486,SUC-036,2023-05-29,7553.08,591.77,6961.3099999999995,591.77
FAC-008720,CLT-0001,SUC-027,2023-05-29,4471.96,587.72,3884.24,587.72
FAC-004761,CLT-0045,SUC-006,2023-05-29,364.29,44.62,319.67,44.62
FAC-041404,CLT-0354,SUC-001,2023-05-29,3455.4,1055.43,2399.9700000000003,1055.43
FAC-040412,CLT-0480,SUC-003,2023-05-29,708.19,133.74,574.45,133.74
FAC-029924,CLT-0224,SUC-046,2023-05-29,1173.35,156.57,1016.78,156.57
FAC-011590,CLT-0340,SUC-050,2023-05-29,15179.89,4946.55,10233.34,4946.55
FAC-025305,CLT-0262,SUC-031,2023-05-29,9041.24,2518.16,6523.08,2518.16
FAC-033890,CLT-0287,SUC-039,2023-05-29,108635.67,28758.13,79877.54,28758.13
FAC-015474,CLT-0043,SUC-032,2023-05-29,3543.18,611.14,2932.04,611.14
FAC-032122,CLT-0330,SUC-008,2023-05-29,12079.78,635.21,11444.57,635.21
FAC-036248,CLT-0054,SUC-017,2023-05-29,2674.25,445.43,2228.82,445.43
FAC-049731,CLT-0434,SUC-027,2023-05-29,313.02,37.2,275.82,37.2
FAC-044002,CLT-0363,SUC-011,2023-05-29,1567.97,420.11,1147.8600000000001,420.11
FAC-006241,CLT-0054,SUC-050,2023-05-29,519.72,159.69,360.03000000000003,159.69
FAC-023235,CLT-0144,SUC-036,2023-05-29,878.05,93.58,784.4699999999999,93.58
FAC-037213,CLT-0446,SUC-011,2023-05-29,3464.63,900.58,2564.05,900.58
FAC-039757,CLT-0488,SUC-004,2023-05-29,2387.77,517.05,1870.72,517.05
FAC-010277,CLT-0361,SUC-021,2023-05-29,15703.99,4937.46,10766.529999999999,4937.46
FAC-045998,CLT-0462,SUC-016,2023-05-29,16282.79,2354.37,13928.420000000002,2354.37
FAC-040935,CLT-0405,SUC-033,2023-05-29,3005.91,704.46,2301.45,704.46
FAC-025788,CLT-0127,SUC-029,2023-05-29,2211.2,437.96,1773.2399999999998,437.96
FAC-029248,CLT-0034,SUC-032,2023-05-29,5180.05,756.01,4424.04,756.01
FAC-009511,CLT-0262,SUC-041,2023-05-29,2868.78,347.57,2521.21,347.57
FAC-000631,CLT-0348,SUC-034,2023-05-29,2506.28,158.12,2348.1600000000003,158.12
FAC-009094,CLT-0170,SUC-011,2023-05-29,12387.83,3162.62,9225.21,3162.62
FAC-048476,CLT-0127,SUC-029,2023-05-29,6482.92,1215.51,5267.41,1215.51
FAC-031459,CLT-0343,SUC-039,2023-05-29,8719.31,2215.42,6503.889999999999,2215.42
FAC-021034,CLT-0335,SUC-017,2023-05-29,1855.18,304.57,1550.6100000000001,304.57
FAC-021021,CLT-0417,SUC-039,2023-05-29,3604.14,924.33,2679.81,924.33
FAC-048375,CLT-0286,SUC-008,2023-05-29,21369.68,1691.97,19677.71,1691.97
FAC-033466,CLT-0364,SUC-033,2023-05-29,338.05,88.18,249.87,88.18
FAC-039466,CLT-0101,SUC-002,2023-05-29,635.1,42.36,592.74,42.36
FAC-031503,CLT-0059,SUC-025,2023-05-29,1164.74,190.28,974.46,190.28
FAC-007602,CLT-0102,SUC-009,2023-05-29,4848.79,1049.29,3799.5,1049.29
FAC-003398,CLT-0197,SUC-030,2023-05-29,5149.9,1629.56,3520.3399999999997,1629.56
FAC-000686,CLT-0456,SUC-045,2023-05-29,3109.94,848.02,2261.92,848.02
FAC-018884,CLT-0239,SUC-015,2023-05-29,3522.94,339.74,3183.2,339.74
FAC-048390,CLT-0072,SUC-029,2023-05-29,2573.03,552.46,2020.5700000000002,552.46
FAC-003906,CLT-0121,SUC-041,2023-05-29,22603.7,2356.45,20247.25,2356.45
FAC-021221,CLT-0151,SUC-039,2023-05-29,1558.22,442.46,1115.76,442.46
FAC-007777,CLT-0247,SUC-041,2023-05-29,2866.37,300.1,2566.27,300.1
FAC-040376,CLT-0122,SUC-026,2023-05-29,902.47,22.26,880.21,22.26
FAC-035599,CLT-0073,SUC-019,2023-05-29,16796.52,345.37,16451.15,345.37
FAC-049240,CLT-0075,SUC-047,2023-05-29,297.48,54.18,243.3,54.18
FAC-000336,CLT-0130,SUC-026,2023-05-29,965.23,28.38,936.85,28.38
FAC-046091,CLT-0333,SUC-004,2023-05-29,5953.88,1326.19,4627.6900000000005,1326.19
FAC-049164,CLT-0041,SUC-049,2023-05-29,855.62,168.5,687.12,168.5
FAC-049142,CLT-0287,SUC-014,2023-05-29,1025.19,177.17,848.0200000000001,177.17
FAC-049135,CLT-0325,SUC-032,2023-05-29,446.71,77.13,369.58,77.13
FAC-014690,CLT-0111,SUC-034,2023-05-29,19242.64,819.04,18423.6,819.04
FAC-007666,CLT-0308,SUC-025,2023-05-29,8980.9,1685.41,7295.49,1685.41
FAC-038754,CLT-0334,SUC-039,2023-05-29,82.13,23.38,58.75,23.38
FAC-044746,CLT-0123,SUC-006,2023-05-29,2529.82,236.39,2293.4300000000003,236.39
FAC-008072,CLT-0147,SUC-013,2023-05-29,19695.6,3078.37,16617.23,3078.37
FAC-011968,CLT-0076,SUC-033,2023-05-29,21637.2,5254.06,16383.14,5254.06
FAC-012445,CLT-0093,SUC-046,2023-05-29,2790.29,402.79,2387.5,402.79
FAC-002614,CLT-0389,SUC-038,2023-05-29,633.0,57.05,575.95,57.05
FAC-034354,CLT-0259,SUC-007,2023-05-29,1975.14,585.38,1389.7600000000002,585.38
FAC-027911,CLT-0402,SUC-030,2023-05-29,4305.67,1493.2,2812.4700000000003,1493.2
FAC-012467,CLT-0498,SUC-022,2023-05-29,8502.31,298.59,8203.72,298.59
FAC-041827,CLT-0122,SUC-047,2023-05-29,584.74,111.8,472.94,111.8
FAC-040084,CLT-0351,SUC-032,2023-05-29,402.81,71.28,331.53,71.28
FAC-045127,CLT-0041,SUC-037,2023-05-29,1837.31,131.06,1706.25,131.06
FAC-011254,CLT-0454,SUC-031,2023-05-29,2818.81,799.04,2019.77,799.04
FAC-016832,CLT-0142,SUC-030,2023-05-29,6648.83,2106.55,4542.28,2106.55
FAC-047421,CLT-0354,SUC-026,2023-05-29,17205.24,1068.18,16137.060000000001,1068.18
FAC-004188,CLT-0427,SUC-040,2023-05-29,520.54,30.92,489.61999999999995,30.92
FAC-033268,CLT-0374,SUC-022,2023-05-29,904.65,39.03,865.62,39.03
FAC-035797,CLT-0396,SUC-031,2023-05-29,48647.52,14028.52,34619.0,14028.52
FAC-047375,CLT-0123,SUC-008,2023-05-29,1304.54,73.67,1230.87,73.67
FAC-022979,CLT-0003,SUC-011,2023-05-29,20404.91,5100.5,15304.41,5100.5
FAC-011363,CLT-0498,SUC-018,2023-05-29,42379.31,10066.68,32312.629999999997,10066.68
FAC-045563,CLT-0077,SUC-010,2023-05-29,13079.08,1099.93,11979.15,1099.93
FAC-038497,CLT-0409,SUC-018,2023-05-29,364.85,78.78,286.07000000000005,78.78
FAC-036946,CLT-0039,SUC-009,2023-05-29,6951.0,1662.86,5288.14,1662.86
FAC-033112,CLT-0038,SUC-033,2023-05-29,44729.84,11980.68,32749.159999999996,11980.68
FAC-031674,CLT-0080,SUC-014,2023-05-29,3634.69,586.67,3048.02,586.67
FAC-038352,CLT-0009,SUC-002,2023-05-29,4399.23,300.48,4098.75,300.48
FAC-026481,CLT-0308,SUC-036,2023-05-29,4745.03,352.71,4392.32,352.71
FAC-027592,CLT-0287,SUC-020,2023-05-29,467.87,29.28,438.59000000000003,29.28
FAC-020541,CLT-0272,SUC-016,2023-05-29,1668.3,240.75,1427.55,240.75
FAC-030633,CLT-0157,SUC-007,2023-05-29,143.25,40.9,102.35,40.9
FAC-035935,CLT-0497,SUC-040,2023-05-29,14280.22,999.85,13280.369999999999,999.85
FAC-018682,CLT-0481,SUC-021,2023-05-29,5165.3,1678.39,3486.91,1678.39
FAC-026066,CLT-0083,SUC-019,2023-05-29,200.58,7.14,193.44000000000003,7.14
FAC-004910,CLT-0217,SUC-006,2023-05-29,22030.67,2536.71,19493.96,2536.71
FAC-045678,CLT-0425,SUC-028,2023-05-29,1810.59,57.32,1753.27,57.32
FAC-012789,CLT-0264,SUC-015,2023-05-29,775.3,86.33,688.9699999999999,86.33
FAC-031095,CLT-0468,SUC-027,2023-05-29,3916.65,376.17,3540.48,376.17
FAC-036440,CLT-0217,SUC-021,2023-05-29,197.48,68.47,129.01,68.47
FAC-039244,CLT-0093,SUC-020,2023-05-29,2128.59,137.78,1990.8100000000002,137.78
FAC-030446,CLT-0088,SUC-018,2023-05-29,1445.3,307.6,1137.6999999999998,307.6
FAC-011318,CLT-0063,SUC-014,2023-05-29,3059.76,551.29,2508.4700000000003,551.29
FAC-047467,CLT-0190,SUC-028,2023-05-29,2706.82,94.92,2611.9,94.92
FAC-005669,CLT-0343,SUC-010,2023-05-29,23673.29,2222.72,21450.57,2222.72
FAC-004974,CLT-0204,SUC-017,2023-05-30,3703.1,653.16,3049.94,653.16
FAC-013516,CLT-0436,SUC-029,2023-05-30,17724.95,3561.05,14163.900000000001,3561.05
FAC-031942,CLT-0015,SUC-040,2023-05-30,775.47,59.59,715.88,59.59
FAC-034594,CLT-0341,SUC-009,2023-05-30,24042.72,5691.2,18351.52,5691.2
FAC-020922,CLT-0141,SUC-025,2023-05-30,58867.59,9323.76,49543.829999999994,9323.76
FAC-035942,CLT-0080,SUC-013,2023-05-30,1821.05,256.41,1564.6399999999999,256.41
FAC-016628,CLT-0179,SUC-019,2023-05-30,163.8,7.85,155.95000000000002,7.85
FAC-000396,CLT-0348,SUC-042,2023-05-30,6006.9,876.35,5130.549999999999,876.35
FAC-031447,CLT-0096,SUC-031,2023-05-30,4248.68,1215.99,3032.6900000000005,1215.99
FAC-045092,CLT-0011,SUC-034,2023-05-30,28.34,0.92,27.419999999999998,0.92
FAC-046161,CLT-0316,SUC-048,2023-05-30,9608.35,2799.17,6809.18,2799.17
FAC-021560,CLT-0331,SUC-041,2023-05-30,3912.82,478.67,3434.15,478.67
FAC-035510,CLT-0126,SUC-043,2023-05-30,15545.13,2497.45,13047.68,2497.45
FAC-039588,CLT-0147,SUC-045,2023-05-30,6243.48,1709.62,4533.86,1709.62
FAC-016268,CLT-0451,SUC-004,2023-05-30,2841.96,683.45,2158.51,683.45
FAC-024747,CLT-0478,SUC-032,2023-05-30,1102.97,175.61,927.36,175.61
FAC-045681,CLT-0333,SUC-010,2023-05-30,490.71,47.64,443.07,47.64
FAC-029561,CLT-0217,SUC-005,2023-05-30,10872.8,3477.09,7395.709999999999,3477.09
FAC-035416,CLT-0389,SUC-034,2023-05-30,2317.32,100.44,2216.88,100.44
FAC-043617,CLT-0471,SUC-044,2023-05-30,44175.82,9762.42,34413.4,9762.42
FAC-002870,CLT-0019,SUC-017,2023-05-30,3186.07,492.68,2693.3900000000003,492.68
FAC-001738,CLT-0397,SUC-021,2023-05-30,372.92,127.88,245.04000000000002,127.88
FAC-047250,CLT-0489,SUC-011,2023-05-30,2188.4,537.31,1651.0900000000001,537.31
FAC-031441,CLT-0285,SUC-013,2023-05-30,4061.71,643.54,3418.17,643.54
FAC-007941,CLT-0445,SUC-003,2023-05-30,30039.85,6330.22,23709.629999999997,6330.22
FAC-047332,CLT-0401,SUC-048,2023-05-30,3123.89,971.94,2151.95,971.94
FAC-017990,CLT-0141,SUC-012,2023-05-30,4416.46,603.09,3813.37,603.09
FAC-003107,CLT-0010,SUC-044,2023-05-30,2245.21,517.85,1727.3600000000001,517.85
FAC-026708,CLT-0249,SUC-044,2023-05-30,20068.82,4491.35,15577.47,4491.35
FAC-004789,CLT-0047,SUC-022,2023-05-30,61.68,3.02,58.66,3.02
FAC-028764,CLT-0349,SUC-036,2023-05-30,275.6,22.22,253.38000000000002,22.22
FAC-019802,CLT-0255,SUC-028,2023-05-30,74.24,3.55,70.69,3.55
FAC-016049,CLT-0100,SUC-026,2023-05-30,1719.24,69.33,1649.91,69.33
FAC-021928,CLT-0082,SUC-040,2023-05-30,5449.37,322.31,5127.0599999999995,322.31
FAC-005373,CLT-0492,SUC-009,2023-05-30,1319.53,300.51,1019.02,300.51
FAC-029242,CLT-0179,SUC-012,2023-05-30,1575.01,248.36,1326.65,248.36
FAC-047988,CLT-0336,SUC-016,2023-05-30,6285.48,1092.96,5192.5199999999995,1092.96
